1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
1	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1
